rank,gloss,count,n_videos
3552,에스컬레이터,5,5
3553,상,5,5
3554,점차,5,5
3555,겉멋,5,5
3556,보자기,5,5
3557,"보증,보장",5,5
3558,오전,5,5
3559,"거부당하다,기각,부결",5,5
3560,"여자,여성,여",5,5
3561,통조림,5,5
3562,김씨,5,5
3563,먹이다,5,5
3564,울릉도,5,5
3565,지폐,5,5
3566,청각장애인,5,5
3567,통신,5,5
3568,배부르다,5,5
3569,사흘,5,5
3570,정력,5,5
3571,횡재,5,5
3572,집요하다,5,5
3573,"맞지 않다,어울리지 않다,적합하지 않다,조화롭지 않다",5,5
3574,전송,5,5
3575,유대,5,5
3576,이발사,5,5
3577,데려오다,5,5
3578,팬티,5,5
3579,"-국,국가,나라",5,5
3580,턱,5,5
3581,"나타나다,드러나다,출현",5,5
3582,부자,5,5
3583,"프로페셔널,프로",5,5
3584,검사,5,5
3585,이모부,5,5
3586,풍선,5,5
3587,(책)사전,5,5
3588,선풍기,5,5
3589,주인공,5,5
3590,사위,5,5
3591,꽉차다,5,5
3592,형사,5,5
3593,안경,5,5
3594,총장,5,5
3595,가늘다,5,5
3596,잣,5,5
3597,"평상,평상시,평소",5,5
3598,"좌석,자리",5,5
3599,닫다,5,5
3600,"익숙하다,능숙하다,숙달",5,5
3601,마늘,5,5
3602,냉정,5,5
3603,고백성사,5,5
3604,안내인,5,5
3605,"종류,계통",5,5
3606,페루,5,5
3607,성금,5,5
3608,"북어,명태",5,5
3609,"파랑,청색,파랗다,푸르다",5,5
3610,"임자,주인,주체",5,5
3611,의정부,5,5
3612,수익,5,5
3613,유혹,5,5
3614,"나머지,남다,여분",5,5
3615,익숙하다,5,5
3616,"사회자,사회",5,5
3617,총재,5,5
3618,도달,4,4
3619,절반,4,4
3620,동사,4,4
3621,낙지,4,4
3622,"고인,사망자,(죽은자)사자",4,4
3623,판이하다,4,4
3624,(화학)실험,4,4
3625,기저귀,4,4
3626,훈련병,4,4
3627,여왕,4,4
3628,학도병,4,4
3629,부대,4,4
3630,군사재판,4,4
3631,"왕비,황후",4,4
3632,데이트,4,4
3633,"아니다,않다",4,4
3634,"새우다,철야,밤샘,밤새우다",4,4
3635,"훌륭하다,장하다,우수하다",4,4
3636,"교량,육교,다리",4,4
3637,추기경,4,4
3638,"오누이,남매",4,4
3639,통합 교육,4,4
3640,군,4,4
3641,"동물,짐승",4,4
3642,증인,4,4
3643,"경전,경장",4,4
3644,한약,4,4
3645,밤새다,4,4
3646,저울,4,4
3647,"계승자,계승인",4,4
3648,한편,4,4
3649,"죽다,돌아가다,사거,사망,서거,숨지다,죽음,임종",4,4
3650,백만,4,4
3651,총사령관,4,4
3652,"푸대접,홀대",4,4
3653,의태어,4,4
3654,이끌리다,4,4
3655,이전,4,4
3656,해병,4,4
3657,올케,4,4
3658,이삿짐,4,4
3659,증가,4,4
3660,탑,4,4
3661,이의,4,4
3662,장애인 직업 재활 시설,4,4
3663,뇌사,4,4
3664,"넘기다,(다음으로)넘어가다",4,4
3665,폐회,4,4
3666,필름,4,4
3667,안개,4,4
3668,군복,4,4
3669,주민,4,4
3670,폐백,4,4
3671,포병,4,4
3672,할까봐,4,4
3673,"현금,맞돈,현찰",4,4
3674,참외,4,4
3675,"살리다,소생,회생",4,4
3676,"얼굴,낯,안면",4,4
3677,"결정,정하다",4,4
3678,회사,4,4
3679,수비수,4,4
3680,발레,4,4
3681,"자손,후손",4,4
3682,"계단,층계",4,4
3683,사기꾼,4,4
3684,멀리하다,4,4
3685,부하,4,4
3686,감수,4,4
3687,통과,4,4
3688,"갱생,회복",4,4
3689,(죽은자)사자,4,4
3690,상장,4,4
3691,방,4,4
3692,"복잡하다,만원,혼잡,붐비다",4,4
3693,억제,4,4
3694,수병,4,4
3695,미장이,4,4
3696,"위성,인공위성",4,4
3697,오해,4,4
3698,외래어,4,4
3699,공수부대,4,4
3700,"정신차리다,가다듬다",4,4
3701,"이사,전출",4,4
3702,"팩스,팩시밀리",4,4
3703,"비리,부정",4,4
3704,"의병,의용군,의군",4,4
3705,일월 일일,4,4
3706,해군,4,4
3707,혈안,4,4
3708,코끼리,4,4
3709,기금,4,4
3710,공군,4,4
3711,실험(해보다),4,4
3712,"공,공로",4,4
3713,"군인,군사,병사,병정,장병",4,4
3714,국방,4,4
3715,"가산,가재",3,3
3716,불상,3,3
3717,청와대,3,3
3718,"방심,부주의",3,3
3719,낙타,3,3
3720,교환,3,3
3721,매제,3,3
3722,"뇌물,뇌물을 주다",3,3
3723,국군,3,3
3724,가마,3,3
3725,"매형,매부",3,3
3726,참다,3,3
3727,형수,3,3
3728,"경과,경위",3,3
3729,바지,3,3
3730,완쾌,3,3
3731,헌병,3,3
3732,동행,3,3
3733,"의용군,의병",3,3
3734,ㅞ,3,3
3735,"가족,식구,세대,가구",3,3
3736,수비군,3,3
3737,긁어모으다,3,3
3738,"게으름,게으르다,게으름을 피우다,나태,태만",2,2
3739,"띄다,뜨이다",2,2
3740,꼬박,2,2
3741,보험료,2,2
3742,"게으름뱅이,게으름쟁이",2,2
3743,장애인 복지 단체 협의회,2,2
3744,스키,2,2
3745,장애인 지역사회 재활 시설,2,2
3746,"갈비찜,갈비탕",2,2
