rank,gloss,count,n_videos
1,"은혜,은총",18,18
2,인터뷰,12,12
3,아르헨티나,12,12
4,스페인,12,12
5,마리아,12,12
6,"말실수,실언",12,12
7,러시아,12,12
8,-관,12,12
9,"삼,셋",12,12
10,유행,12,12
11,아프리카,12,12
12,설거지,12,12
13,이탈리아,12,12
14,호주,12,12
15,복사,12,12
16,필리핀,12,12
17,이집트,12,12
18,학수고대,12,12
19,소매치기,12,12
20,만,12,12
21,천,12,12
22,독일,12,12
23,"제사,제",12,12
24,"둘,이",12,12
25,"넷,사",12,12
26,몽골,12,12
27,"(시간)시,시간",12,12
28,네덜란드,12,12
29,백,12,12
30,보고서,12,12
31,당사자,12,12
32,중국,12,12
33,경상남도,11,11
34,인도(공화국),11,11
35,"십,열",11,11
36,(총을 쏘는)사수,11,11
37,동해,11,11
38,"보라,보라색",11,11
39,브라질,11,11
40,영국,11,11
41,미국,11,11
42,이스라엘,11,11
43,두통,11,11
44,태국,11,11
45,항복,11,11
46,프랑스,10,10
47,스위스,10,10
48,의리,10,10
49,사격,10,10
50,멕시코,10,10
51,쌓다,9,9
52,씩씩하다,9,9
53,매일,9,9
54,"내키다,싶다,원하다,바라다,소원,바람,욕구,염원,원",9,6
55,폭등,8,5
56,궁색,8,6
57,"넘어가다,서,저물다,지다",7,7
58,"영업,상업",7,7
59,"열둘,십이",7,7
60,양심,7,7
61,"표창,포상",7,6
62,"국가시험,국가 고시",7,5
63,등산,7,7
64,내력,7,5
65,파나마,7,5
66,(맛이)짜다,7,6
67,소주,6,6
68,남대문,6,6
69,대학교,6,6
70,박씨,6,6
71,"선수를 치다,손쓰다,할까봐",6,6
72,"가라앉히다,냉각,가라앉다",6,6
73,검은색,6,6
74,체육관,6,6
75,"위로,위안",6,6
76,예사,6,6
77,일치,6,6
78,"접속,링크,연결",6,6
79,"호모,게이",6,6
80,"만,뿐,다만,단지,오로지,오직,한낱",6,6
81,"간추리다,집약",6,6
82,"미군,미국군",6,6
83,"열다섯,십오",6,6
84,"가지고 다니다,휴대",6,6
85,특수 교육 대상자,6,6
86,상승,6,6
87,계율,6,6
88,공장,6,6
89,돌잔치,6,6
90,만나다,6,6
91,쿠바,6,6
92,도입,6,6
93,"반발,반항,불복,불순종,저항,어기다",6,6
94,영상 메시지,6,6
95,"게우다,구토,토하다",6,6
96,"저축,예금,적금",6,6
97,인공와우,6,6
98,"행복,복",6,6
99,포복절도,6,6
100,방송,6,6
101,보조견,6,6
102,"지하철,전철",6,6
103,남아프리카공화국,6,6
104,뻔하다,6,6
105,떠들다,6,6
106,약하다,6,6
107,"가만있다,멈추다,멎다",6,6
108,"자부심,자부",6,6
109,"잔디,풀",6,6
110,짐바브웨,6,6
111,"발표,광고,표시,표현,나타내다,드러내다",6,6
112,"법,법규,법률,법칙",6,6
113,"수납,보수",6,6
114,"슬프다,슬픔,슬퍼하다,설움",6,6
115,"비닐,플라스틱",6,6
116,침대,6,6
117,연구소,6,6
118,시민,6,6
119,"빼다,깎다,덜다,제하다,배제,감면,빼기,제외,공제,생략,경감",6,6
120,항문,6,6
121,진동,6,6
122,천년,6,6
123,신체적 장애,6,6
124,"다급하다,성급하다,조급하다",6,6
125,자매,6,6
126,"사정,정액",6,6
127,리비아,6,6
128,먹,6,6
129,"이외,기타",6,6
130,"살인,살해",6,6
131,"때리다,손찌검,패다,후려치다",6,6
132,"결핵,폐결핵,폐병",6,6
133,ㅂ,6,6
134,알다,6,6
135,반찬,6,6
136,아찔하다,6,6
137,추월,6,6
138,"리더,지도자",6,6
139,민주,6,6
140,재빠르다,6,6
141,교장,6,6
142,시치미를 떼다,6,6
143,"격파,깨어지다",6,6
144,띵하다,6,6
145,"멀다,멀리",6,6
146,글피,6,6
147,성병,6,6
148,(여자)권사,6,6
149,"학자금,학비,수업료",6,6
150,ㅠ,6,6
151,"길다,오래다,오래",6,6
152,"위험,험하다",6,6
153,"월급쟁이,봉급생활자,샐러리맨",6,6
154,함경북도,6,6
155,독립문,6,6
156,"문의,물음,질문,묻다,물어보다,여쭈다,여쭙다,-ㅂ니까",6,6
157,불법,6,6
158,보내다,6,6
159,"자라다,발육,성숙,성장,장성",6,6
160,로마,6,6
161,지식인,6,6
162,전람,6,6
163,소재,6,6
164,(택배)배달원,6,6
165,"왕,제왕,황제",6,6
166,(남자)권사,6,6
167,"이론,쓰다",6,6
168,회견,6,6
169,조종,6,6
170,"요트,돛",6,6
171,소득,6,6
172,"보물,보석,보화",6,6
173,올림픽,6,6
174,ㅏ,6,6
175,그끄저께,6,6
176,낮잠,6,6
177,뜨개질,6,6
178,"지난주,작주,전주",6,6
179,"엉덩이,궁둥이,볼기,히프",6,6
180,키가 크다,6,6
181,"줄,대열,늘어서다,줄지어 서다,행렬",6,6
182,"이름,명,성명,성함",6,6
183,선수,6,6
184,내려오다,6,6
185,피부,6,6
186,며칠,6,6
187,괴팍하다,6,6
188,"사업,비즈니스",6,6
189,전라남도,6,6
190,시다,6,6
191,"시모,시어머니",6,6
192,"바쁘다,분주하다",6,6
193,중학교,6,6
194,콧물,6,6
195,"고,옛",6,6
196,도살,6,6
197,"긁어먹다,등치다",6,6
198,"망하다,도산,파산,망치다",6,6
199,탑골공원,6,6
200,거인,6,6
201,"불쌍하다,가련하다,가엾다,애처롭다,측은하다",6,6
202,ㅢ,6,6
203,보고,6,6
204,시인,6,6
205,"걸레,행주",6,6
206,등록비,6,6
207,"잘하다,잘",6,6
208,"돕다,거들다,기여,도움,보조,원조,지원,찬조",6,6
209,세리,6,6
210,"자유,임의,마구,마음껏,마음대로,멋대로,제멋대로,함부로",6,6
211,출석부,6,6
212,아깝다,6,6
213,"가난,곤궁,궁핍,빈곤",6,6
214,"탄압,압박,억압",6,6
215,"서로,상호",6,6
216,"자각,독각,연각",6,6
217,"곤충,벌레",6,6
218,농아인,6,6
219,"법원,재판소",6,6
220,"구실,명목,핑계",6,6
221,무의미,6,6
222,칠월,6,6
223,"구공탄,연탄",6,6
224,산악,6,6
225,"날짜,언제",6,6
226,"오너라,오라",6,6
227,삼월,6,6
228,운영,6,6
229,속다,6,6
230,"완장,팔띠",6,6
231,냉장고,6,6
232,과징금,6,6
233,키다리,6,6
234,청자,6,6
235,휴게실,6,6
236,문란,6,6
237,촌장,6,6
238,빵집,6,6
239,문화재,6,6
240,1층,6,6
241,어리다,6,6
242,"관리인,관리자",6,6
243,"근면,열성,열심",6,6
244,처가,6,6
245,비자,6,6
246,"마누라,미시즈,배우자,부인,아내,처",6,6
247,"절반,반",6,6
248,충신,6,6
249,철학,6,6
250,갈망,6,6
251,"농인,농아인",6,6
252,아카시아 꽃,6,6
253,접종,6,6
254,방문자,6,6
255,"신중,경계,조심,주의,준수,지키다",6,6
256,요리사,6,6
257,친지,6,6
258,법정,6,6
259,특수교육,6,6
260,새어머니,6,6
261,수원,6,6
262,입장을 바꾸다,6,6
263,"감정,기분,정서",6,6
264,"이슬람교,회교",6,6
265,세상,6,6
266,두드러지다,6,6
267,마라톤,6,6
268,우상,6,6
269,경마장,6,6
270,세차,6,6
271,닦다,6,6
272,빼버리다,6,6
273,"스물,이십",6,6
274,"거스름돈,잔액",6,6
275,"맞지 않다,적합하지 않다",6,6
276,"갑자기,갑작스럽다,별안간,갑작스레",6,6
277,시각장애인,6,6
278,귀걸이,6,6
279,누룽지,6,6
280,교황,6,6
281,"시아버지,시부",6,6
282,경색,6,6
283,명예,6,6
284,녹화,6,6
285,"본질,본성",6,6
286,어기다,6,6
287,뿌리치다,6,6
288,부처님,6,6
289,제일이다,6,6
290,뼈,6,6
291,여기,6,6
292,주님,6,6
293,리,6,6
294,"기미,눈치",6,6
295,(온도가)내리다,6,6
296,가느다랗다,6,6
297,"곱빼기,배가",6,6
298,왠지,6,6
299,"곱,곱하기,곱하다",6,6
300,"현행범,현행 범인",6,6
301,"주식,증권",6,6
302,매수,6,6
303,떠나갔다,6,6
304,"자립,독립,자주독립",6,6
305,침,6,6
306,"각오,결심,작정",6,6
307,"발군,빼어나다",6,6
308,"괜찮다,무방하다",6,6
309,"붓다,부풀다,부풀리다",6,6
310,"엄숙하다,위엄",6,6
311,이모,6,6
312,"귀여워하다,귀엽다",6,6
313,농구,6,6
314,"십육,열여섯",6,6
315,소동,6,6
316,콩고,6,6
317,아르메니아,6,6
318,합당하다,6,6
319,도서관,6,6
320,"경력,이력",6,6
321,"걱정,근심,상심,시름,염려,우수,괴롭다",6,6
322,"소화기,소방",6,6
323,"기생,더부살이",6,6
324,"심판,재판,사법",6,6
325,"감투,관",6,6
326,윈도즈,6,6
327,"밤색,칡",6,6
328,"수저,숟가락",6,6
329,"벌써,삽시간,어느덧,어느새,어언간,이미",6,6
330,코미디,6,6
331,눈(이 내리다),6,6
332,조작,6,6
333,배탈,6,6
334,뻔뻔하다,6,6
335,"박학,유식",6,6
336,"서대문,돈의문",6,6
337,"외롭다,고독,쓸쓸하다",6,6
338,싱가포르,6,6
339,건전,6,6
340,"횡령,착복",6,6
341,ㅊ,6,6
342,결핵균,6,6
343,종교,6,6
344,성직자,6,6
345,"침착,차분하다",6,6
346,"중학생,중교생,중등생",6,6
347,"여성,부녀,부녀자,여인,여자,계집",6,6
348,사이다,6,6
349,전세,6,6
350,질색,6,6
351,그,6,6
352,"생각,견해,사고,신경,의견,의사,의식,여기다",6,6
353,당하다,6,6
354,초등학생,6,6
355,관공서,6,6
356,"신경질,짜증",6,6
357,"득하다,획득",6,6
358,증조할머니,6,6
359,"참선,선정",6,6
360,"수,운,운명,운수,점,천명",6,6
361,"무능력,무자격",6,6
362,"나이,나잇살,살,연령,연세",6,6
363,"자결,자살,자해",6,6
364,수제비,6,6
365,헬스클럽,6,6
366,"분석,해석",6,6
367,"판정,판결",6,6
368,제작소,6,6
369,기타,6,6
370,"턱,한턱",6,6
371,ㅔ,6,6
372,아득하다,6,6
373,전문가,6,6
374,걷어차다,6,6
375,운동화,6,6
376,소위,6,6
377,미흡,6,6
378,면역,6,6
379,"알,계란,달걀",6,6
380,마비,6,6
381,감기,6,6
382,엿,6,6
383,"대회,회",6,6
384,돌,6,6
385,"기숙사,생활관",6,6
386,말씀,6,6
387,목사,6,6
388,"나무,수목",6,6
389,시월,6,6
390,"손가방,핸드백",6,6
391,유럽 연합,6,6
392,지원자,6,6
393,"비법,비결",6,6
394,인기,6,6
395,"유예,연기,물리다,미루다",6,6
396,차려,6,6
397,"격퇴,물리치다,퇴치",6,6
398,지방 자치 단체,6,6
399,"태자,왕자,황태자",6,6
400,마시다,6,6
401,유권자,6,6
402,"교류,교제,사귀다,사교",6,6
403,"기원,빌다",6,6
404,개천절,6,6
405,"협박,-할 뻔하다",6,6
406,개그맨,6,6
407,취임,6,6
408,"미-,미처,아직",6,6
409,포격,6,6
410,"켜다,켜지다,전깃불",6,6
411,소극적,6,6
412,뜻밖에,6,6
413,대구,6,6
414,촬영,6,6
415,"시작,개시,개최,거행,시발,착수,출발,열다",6,6
416,계승,6,6
417,경제,6,6
418,"지위,앉다",6,6
419,안주,6,6
420,콩가루,6,6
421,구기다,6,6
422,"타결,합의",6,6
423,본인,6,6
424,만화책,6,6
425,"동안,사이",6,6
426,"소수점,점",6,6
427,오세아니아,6,6
428,되다,6,6
429,중장,6,6
430,창원,6,6
431,"맥박,맥",6,6
432,"무섭다,겁,겁나다,두려워하다,두렵다",6,6
433,윷,6,6
434,"결과,결말,마지막,최종,최후,결국,드디어,마침내",6,6
435,(풀을)베다,6,6
436,먼동,6,6
437,복구,6,6
438,"일월,정월",6,6
439,도배,6,6
440,"혼신,온몸",6,6
441,인터넷,6,6
442,한국은행,6,6
443,명소,6,6
444,반대쪽,6,6
445,고속버스,6,6
446,세종,6,6
447,목,6,6
448,"두절,끊어지다",6,6
449,분하다,6,6
450,들이쉬다,6,6
451,가정부,6,6
452,착취,6,6
453,양어장,6,6
454,"귀감,모범,본받다",6,6
455,설계,6,6
456,"-청,지다",6,6
457,알아듣다,6,6
458,일본,6,6
459,"교도소,감옥,형무소",6,6
460,"예순,육십",6,6
461,"거리,길거리,통행",6,6
462,까마귀,6,6
463,기간,6,6
464,"수,자수",6,6
465,"친아버지,생부",6,6
466,"뒤떨어지다,뒤지다",6,6
467,폐,6,6
468,"멋지다,멋",6,6
469,난쟁이,6,6
470,이등,6,6
471,미장,6,6
472,지르다,6,6
473,"단체,그룹,모임,부,부분,부서,서클,회",6,6
474,"대결,대립",6,6
475,"알 수 없다,이해가 안 되다,아리송하다",6,6
476,"예쁘다,곱다",6,6
477,"내외,안팎",6,6
478,아버지,6,6
479,나이지리아,6,6
480,"아니다,아니",6,6
481,동대문,6,6
482,"주사,접종",6,6
483,거처,6,6
484,황해도,6,6
485,동갑,6,6
486,안식처,6,6
487,우크라이나,6,6
488,살찌다,6,6
489,완전하다,6,6
490,구월,6,6
491,맥주,6,6
492,근사하다,6,6
493,허무,6,6
494,실천,6,6
495,떡,6,6
496,조개,6,6
497,"막다,막히다,먹다",6,6
498,도로,6,6
499,계모,6,6
500,"막내아들,막내",6,6
501,당신,6,6
502,ㅆ,6,6
503,"이불,침구,덮다",6,6
504,"좋다,선",6,6
505,"내밀다,떠밀다,밀다",6,6
506,"암흑,깜깜하다,캄캄하다",6,6
507,아이스케이크,6,6
508,"야구,타자",6,6
509,수재민,6,6
510,보조 공학 기기,6,6
511,돌연,6,6
512,환기,6,6
513,베트남,6,6
514,"건강,기력,강건하다,튼튼하다",6,6
515,"매진,고갈,소모,동나다,매진되다,바닥나다,없애다,다 팔리다",6,6
516,취하다,6,6
517,노아,6,6
518,높임법,6,6
519,"거치다,방해,지장",6,6
520,"압수,박탈,추징,낚아채다,빼앗다,잡아채다,파리",6,6
521,ㅐ,6,6
522,"끓다,끓이다,데우다,때다,삶다",6,6
523,"대비,예비",6,6
524,호텔,6,6
525,"전염병,돌림병",6,6
526,"바느질,꿰매다",6,6
527,감금,6,6
528,치료,6,6
529,미수,6,6
530,레슬링,6,6
531,"올해,금년,당년,올",6,6
532,"구십,아흔",6,6
533,"친자,친자식",6,6
534,공무 집행 방해죄,6,6
535,방금,6,6
536,"우수,훌륭하다",6,6
537,빈민,6,6
538,도우미,6,6
539,대법원,6,6
540,특수 교육 지원 센터,6,6
541,"일흔,칠십",6,6
542,"노란색,황색",6,6
543,"도시,도회,시",6,6
544,성품,6,6
545,남색,6,6
546,내리누르다,6,6
547,친밀하다,6,6
548,식장,6,6
549,분,6,6
550,유치원,6,6
551,날씬하다,6,6
552,"수고,노고,품",6,6
553,"지각,지체,늦다,굼뜨다,느리다,더디다,천천하다,서서히",6,6
554,예술가,6,6
555,"광화문,우물",6,6
556,"몸부림,발버둥질",6,6
557,면접,6,6
558,경기장,6,6
559,신,6,6
560,"낮다,비하",6,6
561,추리,6,6
562,"피의자,용의자",6,6
563,취객,6,6
564,성폭력,6,6
565,착하다,6,6
566,"하나,일,한번",6,6
567,스칸디나비아 반도,6,6
568,"도령,총각",6,6
569,"광,창고",6,6
570,"간사하다,속이다",6,6
571,월세,6,6
572,붓글씨,6,6
573,집터,6,6
574,독감,6,6
575,"마지못하다,무릅쓰다,불구하다",6,6
576,윤씨,6,6
577,복지 카드,6,6
578,독도,6,6
579,행정 고시,6,6
580,"왜,어째서",6,6
581,번민,6,6
582,하사,6,6
583,소유자,6,6
584,"희망,소망",6,6
585,"아부,아첨,달래다,맞추다,쓰다듬다,어루만지다,비위맞추다",6,6
586,무역,6,6
587,누명,6,6
588,"멍,멍들다",6,6
589,송아지,6,6
590,메우다,6,6
591,"맨몸,가진 것이 없다",6,6
592,"호랑이,범",6,6
593,"하릴없다,어쩔 수 없다",6,6
594,부회장,6,6
595,말레이시아,6,6
596,흑색,6,6
597,시키다,6,6
598,행운,6,6
599,"근로,근무,노동,일,작업",6,6
600,배우다,6,6
601,각료,6,6
602,"감추다,숨다,은닉",6,6
603,매입,6,6
604,귀신(鬼神)같이 사라지다,6,6
605,에콰도르,6,6
606,"강하다,견고하다,굳다,단단하다,딱딱하다",6,6
607,"별세,타계",6,6
608,매주,6,6
609,"장악,점령,점유,침략,함락",6,6
610,성배,6,6
611,"시도,해보다,보이다",6,6
612,"연수,수련",6,6
613,"소고기,쇠고기,쇠가죽,피혁",6,6
614,"사랑,-애",6,6
615,"불구,장애",6,6
616,호흡 곤란,6,6
617,깊숙이,6,6
618,"마르다,야위다,여위다,수척하다",6,6
619,보관소,6,6
620,승급,6,6
621,새벽,6,6
622,납치,6,6
623,"발생,생성,나다,나오다,돋다,생기다,솟다,트다",6,6
624,자진,6,6
625,반,6,6
626,"전쟁,전투",6,6
627,"담배,흡연",6,6
628,고등학생,6,6
629,아메리카,6,6
630,모세,6,6
631,할복,6,6
632,김,6,6
633,유월,6,6
634,소화,6,6
635,(단위의)등,6,6
636,브래지어,6,6
637,악인,6,6
638,고의,6,6
639,상하다,6,6
640,불고기,6,6
641,"누설,유출",6,6
642,남성,6,6
643,사우나,6,6
644,(한)시,6,6
645,대대로,6,6
646,"갇히다,구류,하지 못하게 하다,지배",6,6
647,"양초,초",6,6
648,피해자,6,6
649,"과목,강좌,교과,학과목",6,6
650,"와,과,하고",6,6
651,"원금,자금,원가",6,6
652,"혼령,심령,영혼,혼",6,6
653,아뢰다,6,6
654,괘씸하다,6,6
655,단짝,6,6
656,"노비,노예,심부름",6,6
657,망신(을 당하다),6,6
658,ㅙ,6,6
659,음력,6,6
660,"살다,삶,생활",6,6
661,무심,6,6
662,공립,6,6
663,고민,6,6
664,애국자,6,6
665,"황금,금",6,6
666,"관철,관통,꿰뚫다,알아맞히다",6,6
667,"열쇠,키",6,6
668,이혼,6,6
669,"식당,음식점",6,6
670,"포옹,품,껴안다,끌어안다,안다,품다",6,6
671,수지,6,6
672,탄로,6,6
673,척추,6,6
674,안되다,6,6
675,된장,6,6
676,"대화,대담",6,6
677,북아메리카,6,6
678,모자(관계),6,6
679,노리다,6,6
680,발전소,6,6
681,잔디밭,6,6
682,서양,6,6
683,"무조건,봐주지 않다,넘어가지 않다",6,6
684,"죽이다,해치다",6,6
685,금메달,6,6
686,터키,6,6
687,감자,6,6
688,배반,6,6
689,주일,6,6
690,"남쪽,남,따뜻하다,포근하다",6,6
691,"(쌀이)떨어지다,(쌀이)바닥나다",6,6
692,은메달,6,6
693,과학,6,6
694,"제기,제기차기",6,6
695,"타인,남",6,6
696,"예수교,기독교",6,6
697,-전,6,6
698,"경치,관람,구경,풍경",6,6
699,뉴질랜드,6,6
700,"체전,운동회",6,6
701,만인,6,6
702,취미,6,6
703,승부차기,6,6
704,제법,6,6
705,"대응,맞추다¹",6,6
706,"기쁨,기쁘다",6,6
707,"닮다,모사,베끼다,본뜨다",6,6
708,"열두시,정오",6,6
709,도미니카,6,6
710,사무,6,6
711,"다르다,상이하다,딴",6,6
712,친권,6,6
713,소멸시효,6,6
714,몸짓,6,6
715,손자,6,6
716,해방,6,6
717,사병,6,6
718,알아서 하다,6,6
719,삼일절,6,6
720,"떨다,떨리다,떨림",6,6
721,"열아홉,십구",6,6
722,"돌다,미치다",6,6
723,첫날,6,6
724,개의,6,6
725,"안녕,안부",6,6
726,"부진,퇴보,퇴화,하강,하락,후퇴",6,6
727,"쥐색,회색",6,6
728,가방,6,6
729,활동 보조인,6,6
730,"타이르다,충고",6,6
731,부정,6,6
732,고등,6,6
733,공범,6,6
734,정부,6,6
735,"사십,마흔",6,6
736,우산,6,6
737,"오다,도래",6,6
738,가수,6,6
739,머리핀,6,6
740,요일,6,6
741,봄,6,6
742,콩나물,6,6
743,놀리다,6,6
744,"작업장,일터",6,6
745,벽,6,6
746,달라다,6,6
747,별,6,6
748,곡괭이,6,6
749,"디자이너,도안자,설계사",6,6
750,"꿇다,무릎(을) 꿇다",6,6
751,"매혹,매력",6,6
752,모르는 척하다,6,6
753,처음,6,6
754,목탁,6,6
755,"대만,타이완",6,6
756,"줄이다,감소,절감,축소,줄다",6,6
757,"도착,당도,닿다,이르다",6,6
758,(비가)내리다,6,6
759,무례,6,6
760,"전기,전자",6,6
761,비밀,6,6
762,열,6,6
763,공장장,6,6
764,고등학교,6,6
765,"그리기,미술,회화,그리다,그림",6,6
766,"생신,생일,생일날",6,6
767,짧다,6,6
768,"선비,학자",6,6
769,"관하다,대하다",6,6
770,"관계없다,막론하다,무관하다,상관없다,상관하지 않다",6,6
771,"점검,감사,감시,감찰,검토,검사,수사,사찰,조사,살펴보다,살피다",6,6
772,"발신,송신,전보,전신",6,6
773,불어,6,6
774,양식,6,6
775,"조절,조정",6,6
776,"것,몫,소유",6,6
777,"달하다,도달",6,6
778,"성폭행,강간",6,6
779,"필기,쓰다,적다,쓰기,저술,서술",6,6
780,(칭호)공주,6,6
781,내몰다,6,6
782,"오후,하오",6,6
783,"영수증,수표",6,6
784,이씨,6,6
785,헌혈,6,6
786,"고프다,시장,굶다,배고프다",6,6
787,나누기,6,6
788,학급,6,6
789,흥분,6,6
790,로그인,6,6
791,과제,6,6
792,경계,6,6
793,"안녕하세요,안녕하십니까,안녕히 가십시오,안녕히 계세요",6,6
794,햇수,6,6
795,형부,6,6
796,"데려가다,안내,인도,인솔,데리다,이끌다",6,6
797,권위,6,6
798,"쌍생아,쌍둥이",6,6
799,돌파,6,6
800,소탕,6,6
801,새해,6,6
802,아파트,6,6
803,오락가락,6,6
804,동남아시아,6,6
805,고구려,6,6
806,집사,6,6
807,"곤두박질,곤두질,떨어지다",6,6
808,무찌르다,6,6
809,"주세요,주십시오",6,6
810,"공무원,공복",6,6
811,"홀아비,홀아버지",6,6
812,"읽다,읽기",6,6
813,"던지다,투수",6,6
814,"백,하양,하얗다,허옇다,희다,백색,흰색,치아,이,이빨",6,6
815,놀이터,6,6
816,유대인,6,6
817,"도장,스탬프",6,6
818,끊어지다,6,6
819,운동장,6,6
820,업무상 과실 치상죄,6,6
821,따돌리다,6,6
822,보관,6,6
823,해약,6,6
824,준장,6,6
825,"토의,토론",6,6
826,"종류,가지,종목,종,다각,다각도",6,6
827,선동자,6,6
828,성인,6,6
829,흙,6,6
830,빨래터,6,6
831,"서운하다,섭섭하다,안타깝다,애석,애타다",6,6
832,ㄷ,6,6
833,"수증기,증기",6,6
834,닭,6,6
835,"휴대전화,핸드폰,휴대폰,휴대전화기",6,6
836,갈색,6,6
837,"생활비,생계비",6,6
838,명인,6,6
839,조합,6,6
840,동맹,6,6
841,"덥다,더위",6,6
842,회개,6,6
843,"근방,가까이,근처,부근,인근",6,6
844,동전,6,6
845,신의주,6,6
846,"선두,앞서다,앞장",6,6
847,"서류,문서",6,6
848,보도,6,6
849,건빵,6,6
850,"증,마크,-증",6,6
851,장군,6,6
852,"칼,나이프",6,6
853,크다,6,6
854,임종,6,6
855,"사관생도,생도",6,6
856,후원,6,6
857,(눈을)감다,6,6
858,자메이카,6,6
859,"악취,나쁜 냄새",6,6
860,연거푸,6,6
861,"기차역,역",6,6
862,연,6,6
863,요리,6,6
864,무궁화,6,6
865,미용,6,6
866,몰아치다,6,6
867,"여동생,누이,누이동생",6,6
868,아까,6,6
869,세계인,6,6
870,"부추기다,부채질",6,6
871,곰,6,6
872,본 적 없다,6,6
873,새,6,6
874,설계사,6,6
875,국,6,6
876,"골몰,전념,집중,골똘하다",6,6
877,자신감,6,6
878,"비유,보기",6,6
879,쿨쿨,6,6
880,"난항,어려워하다,어렵다",6,6
881,콩,6,6
882,농아,6,6
883,칠순,6,6
884,"(물건을)인도, 인도받다",6,6
885,"거행,하다",6,6
886,로스앤젤레스,6,6
887,"그만,끝나다",6,6
888,"부부,내외,부처",6,6
889,기말시험,6,6
890,구두쇠,6,6
891,특허권,6,6
892,기념일,6,6
893,당선자,6,6
894,"국수,면",6,6
895,화장,6,6
896,십이월,6,6
897,멋쟁이,6,6
898,허술하다,6,6
899,신고,6,6
900,"그만하다,일관,여전하다,한결같다,그저,일관성이 있다,전과 똑같다",6,6
901,(신체의)배,6,6
902,안과,6,6
903,"날,해",6,6
904,"결손,손해,손실",6,6
905,"당사자,본인",6,6
906,꽹과리,6,6
907,"나,내,제",6,6
908,고정,6,6
909,추진,6,6
910,"배회,방황,돌아다니다,헤매다",6,6
911,"육,여섯",6,6
912,잔업,6,6
913,"학생,학도",6,6
914,"낙담,낙망,낙심,실망,절망,좌절",6,6
915,"병자,환자",6,6
916,벌,6,6
917,"도맡다,쓰다",6,6
918,"나쁘다,악,못되다,악하다",6,6
919,"날쌔다,민첩하다,빠르다",6,6
920,걸리다,6,6
921,불경,6,6
922,십일월,6,6
923,"확장,넓힘",6,6
924,거제도,6,6
925,"교사,교원,사범,선생,스승,교직자",6,6
926,분홍색,6,6
927,모범생,6,6
928,코를 풀다,6,6
929,양파,6,6
930,"교활,여우",6,6
931,자비,6,6
932,장애인 보조견,6,6
933,장애인 등에 대한 특수 교육법,6,6
934,"훈민정음,한글,한국말",6,6
935,직면,6,6
936,뉴스,6,6
937,갚았다,6,6
938,산수,6,6
939,"갈증,목마르다,목이 타다",6,6
940,딸기,6,6
941,비겁하다,6,6
942,저혈압,6,6
943,"더러,드물다",6,6
944,목욕,6,6
945,섬,6,6
946,들,6,6
947,"어머니,모친,어미,엄마",6,6
948,부아,6,6
949,"대리,대신,대치,대체,전환,바꾸다",6,6
950,체험,6,6
951,(가스불을)켜다,6,6
952,배신(당하다),6,6
953,달아오르다,6,6
954,티셔츠,6,6
955,"도의,예의,에티켓",6,6
956,"멍청하다,생각 없다",6,6
957,"교만,거만,오만,건방지다,잘난 척하다",6,6
958,약자,6,6
959,유지,6,6
960,가나,6,6
961,소액 재판,6,6
962,(열매)밤,6,6
963,떡국,6,6
964,"개월,몇 개월",6,6
965,"귀찮다,불편,성가시다",6,6
966,영웅,6,6
967,"이론,논하다,설",6,6
968,공사장,6,6
969,(벽에 생기는)균열,6,5
970,교육자,6,6
971,소매,6,6
972,개성,6,6
973,기입,6,6
974,"-면,임시,그러면",6,6
975,소환,6,6
976,"쉰,오십",6,6
977,"깜깜하다,소식이 없다",6,6
978,남해,6,6
979,요르단,6,6
980,개나리,6,6
981,"문자,글자",6,6
982,"골머리를 앓다,골치(가) 아프다",6,6
983,절도죄,6,6
984,지렁이,6,6
985,"공항,비행장",6,6
986,노르웨이,6,6
987,혁신,6,6
988,이월,6,6
989,가난뱅이,6,6
990,알바니아,6,6
991,쳐다보다,6,6
992,"사실,정말,진짜,참,맞다,정말로",6,6
993,"이틀,이틀 후",6,6
994,의사소통,6,6
995,벨기에,6,6
996,뻐기다,6,6
997,건조,6,6
998,수류탄,6,6
999,국회의사당,6,6
1000,지식,6,6
1001,있다,6,6
1002,"축구,차다",6,6
1003,"패배,지다,패하다",6,6
1004,"권총,총,당기다,쏘다",6,6
1005,"두근거리다,불안,설레다,울렁거리다,조마조마하다,두근두근",6,6
1006,"충청남도,충남",6,6
1007,"열여덟,십팔",6,6
1008,정찰병,6,6
1009,호랑나비,6,6
1010,복지 시설,6,6
1011,백혈병,6,6
1012,단추,6,6
1013,정신이상,6,6
1014,"꾸다,변통,차용,빌리다",6,6
1015,마카오,6,6
1016,동생,6,6
1017,"가리다,고르다,선별",6,6
1018,"비례,견주다",6,6
1019,큰집,6,6
1020,어울리다,6,6
1021,ㅋ,6,6
1022,밀접하다,6,6
1023,"녹색,초록,초록색",6,6
1024,참기름,6,6
1025,"복수,원수,적",6,6
1026,"뽑다,당선,입선",6,6
1027,"이기다,승리,승리하다,(경쟁 상대를) 제치다",6,6
1028,"낫다,치유",6,6
1029,속도계,6,6
1030,ㅃ,6,6
1031,니카라과,6,6
1032,소풍,6,6
1033,회장,6,6
1034,"개별,각,각각,각기,개개,낱낱이,제각기",6,6
1035,기침,6,6
1036,대학생,6,6
1037,성결,6,6
1038,"배달,배송",6,6
1039,단번에,6,6
1040,성냥,6,6
